Country Name,Country Code,Series,Series Code,2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],2020 [YR2020]
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, both sexes (%)",UIS.NARA.AGM1.RUR,..,..,..,..,..,..,..,89.574,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, female (%)",UIS.NARA.AGM1.RUR.F,..,..,..,..,..,..,..,84.09366,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, female, adjusted wealth parity index (WPIA)",UIS.NARA.AGM1.RUR.F.WPIA,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, adjusted gender parity index (GPIA)",UIS.NARA.AGM1.RUR.Q4.GPIA,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, both sexes (%)",UIS.NARA.AGM1.RUR.Q4,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, female (%)",UIS.NARA.AGM1.RUR.Q4.F,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, male (%)",UIS.NARA.AGM1.RUR.Q4.M,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, male (%)",UIS.NARA.AGM1.RUR.M,..,..,..,..,..,..,..,93.91634,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, male, adjusted wealth parity index (WPIA)",UIS.NARA.AGM1.RUR.M.WPIA,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, adjusted gender parity index (GPIA)",UIS.NARA.AGM1.RUR.Q3.GPIA,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, both sexes (%)",UIS.NARA.AGM1.RUR.Q3,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, female (%)",UIS.NARA.AGM1.RUR.Q3.F,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, male (%)",UIS.NARA.AGM1.RUR.Q3.M,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, adjusted gender parity index (GPIA)",UIS.NARA.AGM1.RUR.Q1.GPIA,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, both sexes (%)",UIS.NARA.AGM1.RUR.Q1,..,..,..,..,..,..,..,84.70837,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, female (%)",UIS.NARA.AGM1.RUR.Q1.F,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, male (%)",UIS.NARA.AGM1.RUR.Q1.M,..,..,..,..,..,..,..,92.325,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, adjusted gender parity index (GPIA)",UIS.NARA.AGM1.RUR.Q5.GPIA,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, both sexes (%)",UIS.NARA.AGM1.RUR.Q5,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, female (%)",UIS.NARA.AGM1.RUR.Q5.F,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, male (%)",UIS.NARA.AGM1.RUR.Q5.M,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, adjusted gender parity index (GPIA)",UIS.NARA.AGM1.RUR.Q2.GPIA,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, both sexes (%)",UIS.NARA.AGM1.RUR.Q2,..,..,..,..,..,..,..,95.70563,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, female (%)",UIS.NARA.AGM1.RUR.Q2.F,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, male (%)",UIS.NARA.AGM1.RUR.Q2.M,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, adjusted gender parity index (GPIA)",UIS.NARA.AGM1.Q2.GPIA,..,..,..,..,..,..,..,0.85512,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, adjusted location parity index (LPIA)",UIS.NARA.AGM1.Q2.LPIA,..,..,..,..,..,..,..,1.09245,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, both sexes (%)",UIS.NARA.AGM1.Q2,..,..,..,..,..,..,..,91.26827,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, female (%)",UIS.NARA.AGM1.Q2.F,..,..,..,..,..,..,..,84.54536,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, female, adjusted location parity index (LPIA)",UIS.NARA.AGM1.Q2.F.LPIA,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, male (%)",UIS.NARA.AGM1.Q2.M,..,..,..,..,..,..,..,98.86919,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, male, adjusted location parity index (LPIA)",UIS.NARA.AGM1.Q2.M.LPIA,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, adjusted gender parity index (GPIA)",UIS.NARA.AGM1.URB.GPIA,..,..,..,..,..,..,..,0.981,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, adjusted wealth parity index (WPIA)",UIS.NARA.AGM1.URB.WPIA,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, both sexes (%)",UIS.NARA.AGM1.URB,..,..,..,..,..,..,..,96.28091,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, female (%)",UIS.NARA.AGM1.URB.F,..,..,..,..,..,..,..,95.35962,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, female, adjusted wealth parity index (WPIA)",UIS.NARA.AGM1.URB.F.WPIA,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, adjusted gender parity index (GPIA)",UIS.NARA.AGM1.URB.Q4.GPIA,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, both sexes (%)",UIS.NARA.AGM1.URB.Q4,..,..,..,..,..,..,..,99.31564,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, female (%)",UIS.NARA.AGM1.URB.Q4.F,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, male (%)",UIS.NARA.AGM1.URB.Q4.M,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, male (%)",UIS.NARA.AGM1.URB.M,..,..,..,..,..,..,..,97.20609,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, male, adjusted wealth parity index (WPIA)",UIS.NARA.AGM1.URB.M.WPIA,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, adjusted gender parity index (GPIA)",UIS.NARA.AGM1.URB.Q3.GPIA,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, both sexes (%)",UIS.NARA.AGM1.URB.Q3,..,..,..,..,..,..,..,94.50208,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, female (%)",UIS.NARA.AGM1.URB.Q3.F,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, male (%)",UIS.NARA.AGM1.URB.Q3.M,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, adjusted gender parity index (GPIA)",UIS.NARA.AGM1.URB.Q1.GPIA,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, both sexes (%)",UIS.NARA.AGM1.URB.Q1,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, female (%)",UIS.NARA.AGM1.URB.Q1.F,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, male (%)",UIS.NARA.AGM1.URB.Q1.M,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, adjusted gender parity index (GPIA)",UIS.NARA.AGM1.URB.Q5.GPIA,..,..,..,..,..,..,..,1.00927,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, both sexes (%)",UIS.NARA.AGM1.URB.Q5,..,..,..,..,..,..,..,99.53647,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, female (%)",UIS.NARA.AGM1.URB.Q5.F,..,..,..,..,..,..,..,100,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, male (%)",UIS.NARA.AGM1.URB.Q5.M,..,..,..,..,..,..,..,99.07274,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, adjusted gender parity index (GPIA)",UIS.NARA.AGM1.URB.Q2.GPIA,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, both sexes (%)",UIS.NARA.AGM1.URB.Q2,..,..,..,..,..,..,..,86.85805,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, female (%)",UIS.NARA.AGM1.URB.Q2.F,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, male (%)",UIS.NARA.AGM1.URB.Q2.M,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net enrolment rate, one year before the official primary entry age, adjusted gender parity index (GPIA)",UIS.NERA.AGM1.GPIA.CP,..,0.96941,0.9716,0.96883,0.96298,0.97321,0.97865,0.99572,0.99541,0.97786,0.96785,0.98591,0.98481,0.99092,0.98671,0.98246,..,..,..,..,..
Belarus,BLR,"Adjusted net enrolment rate, one year before the official primary entry age, both sexes (%)",UIS.NERA.AGM1,..,98.05161,96.36349,98.48739,98.20273,98.69889,98.96251,96.65957,93.37178,93.1357,94.75132,96.21023,98.87146,98.36299,93.79284,90.27976,..,..,..,..,..
Belarus,BLR,"Adjusted net enrolment rate, one year before the official primary entry age, female (%)",UIS.NERA.AGM1.F,..,96.48282,94.93437,96.88266,96.2978,97.32143,97.8654,96.44638,93.15127,92.06518,93.16251,95.50931,98.09417,97.90218,93.14778,89.45868,..,..,..,..,..
Belarus,BLR,"Adjusted net enrolment rate, one year before the official primary entry age, male (%)",UIS.NERA.AGM1.M,..,99.52753,97.7097,100,100,100,100,96.86135,93.58053,94.15006,96.25726,96.8745,99.60762,98.79899,94.40269,91.05567,..,..,..,..,..
Belarus,BLR,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,61.42054,..,..,..,..,..,..,..,..,71.81917,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,19131,..,..,..,..,..,..,..,..,30748,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,11751,..,..,..,..,..,..,..,..,22083,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,7381,..,..,..,..,..,..,..,..,8665,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.GPIA,..,0.99931,..,..,..,..,..,..,..,..,0.9973,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adult literacy rate, population 15+ years, adjusted location parity index (LPIA)",UIS.LR.AG15T99.LPIA,..,..,..,..,..,..,..,..,..,..,0.99106,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,99.75656,..,..,..,..,..,..,..,..,99.61706,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,99.72518,..,..,..,..,..,..,..,..,99.49399,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adult literacy rate, population 15+ years, female, adjusted location parity index (LPIA)",UIS.LR.AG15T99.F.LPIA,..,..,..,..,..,..,..,..,..,..,0.98757,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,99.79398,..,..,..,..,..,..,..,..,99.76369,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adult literacy rate, population 15+ years, male, adjusted location parity index (LPIA)",UIS.LR.AG15T99.M.LPIA,..,..,..,..,..,..,..,..,..,..,0.99508,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adult literacy rate, population 15+ years, rural, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.RUR.GPIA,..,..,..,..,..,..,..,..,..,..,0.99167,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adult literacy rate, population 15+ years, rural, both sexes (%)",UIS.LR.AG15T99.RUR,..,..,..,..,..,..,..,..,..,..,98.95905,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adult literacy rate, population 15+ years, rural, female (%)",UIS.LR.AG15T99.RUR.F,..,..,..,..,..,..,..,..,..,..,98.5747,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adult literacy rate, population 15+ years, rural, male (%)",UIS.LR.AG15T99.RUR.M,..,..,..,..,..,..,..,..,..,..,99.40312,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adult literacy rate, population 15+ years, urban, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.URB.GPIA,..,..,..,..,..,..,..,..,..,..,0.9992,..,..,..,..,..,..,..,..,..,..
